ticker,short_name,currency,exchange,quote_type,sector,industry,market_cap,enterprise_value,trailing_pe,forward_pe,price_to_book,profit_margins,revenue_growth,earnings_growth,last_close_5d,fifty_two_week_high,fifty_two_week_low,cik,sec_edgar_url,sec_company_search_url,regulatory_lookup_url,data_source
MMM,3M Company,USD,NYQ,EQUITY,Industrials,Conglomerates,76263563264.0,83620560896.0,28.17341,15.464474,23.372763,0.11137,0.013,-0.397,146.220001,177.41,139.34,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=MMM,,yfinance (indicative)
AOS,A.O. Smith Corporation,USD,NYQ,EQUITY,Industrials,Specialty Industrial Machinery,7719780864.0,8172781056.0,14.936,13.401477,4.110825,0.13841,-0.019,-0.105,56.009998,81.87,55.98,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=AOS,,yfinance (indicative)
ABB,,,,NONE,,,,,,,,,,,,,,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ABB,,yfinance (indicative)
ABT,Abbott Laboratories,USD,NYQ,EQUITY,Healthcare,Medical Devices,147130957824.0,174611890176.0,23.661066,13.929864,2.826124,0.13905,0.078,-0.197,84.470001,139.06,81.97,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ABT,,yfinance (indicative)
IBE.MC,ACCIONES IBERDROLA,EUR,MCE,EQUITY,Utilities,Utilities - Diversified,129750638592.0,197909643264.0,24.0,17.956345,2.611534,0.13771,-0.045,-0.186,19.200001,20.6,15.095,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=IBE.MC,https://www.google.com/search?q=IBE.MC%20investor%20relations%20annual%20report,yfinance (indicative)
ACMR,"ACM Research, Inc.",USD,NGM,EQUITY,Technology,Semiconductor Equipment & Materials,4216537600.0,3790392576.0,48.603054,28.255959,2.66569,0.09477,0.342,-0.187,63.669998,71.65,21.873,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ACMR,,yfinance (indicative)
ADBE,Adobe Inc.,USD,NMS,EQUITY,Technology,Software - Application,100079919104.0,99850919936.0,14.428905,9.383757,8.792614,0.29477,0.12,0.111,247.600006,422.95,224.13,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ADBE,,yfinance (indicative)
AMD,"Advanced Micro Devices, Inc.",USD,NMS,EQUITY,Technology,Semiconductors,691537707008.0,683061739520.0,140.89702,32.73839,10.723949,0.13374,0.378,0.912,424.100006,469.22,107.67,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=AMD,,yfinance (indicative)
ADYEN,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ADYEN,,yfinance (indicative)
AEHR,Aehr Test Systems,USD,NCM,EQUITY,Technology,Semiconductor Equipment & Materials,3129598720.0,3102712832.0,,663.3333,22.190008,-0.25226,-0.437,,99.5,108.75,8.31,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=AEHR,,yfinance (indicative)
AFRM,"Affirm Holdings, Inc.",USD,NMS,EQUITY,Financial Services,Credit Services,22043023360.0,29364772864.0,59.83636,17.261229,5.825295,0.09629,0.326,35.293,65.82,100.0,42.095,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=AFRM,,yfinance (indicative)
A,"Agilent Technologies, Inc.",USD,NYQ,EQUITY,Healthcare,Diagnostics & Research,31566675968.0,33358678016.0,24.603523,16.99565,4.571124,0.18259,0.07,-0.036,111.699997,160.27,107.07,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=A,,yfinance (indicative)
ABNB,"Airbnb, Inc.",USD,NMS,EQUITY,Consumer Cyclical,Travel Services,78847131648.0,69376131072.0,32.802467,21.977133,10.351411,0.19902,0.179,0.06,132.850006,147.25,110.81,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ABNB,,yfinance (indicative)
AIR.PA,AIRBUS SE,EUR,PAR,EQUITY,Industrials,Aerospace & Defense,132002398208.0,130884411392.0,26.447948,19.495474,5.059288,0.06913,-0.066,-0.265,167.679993,221.3,154.08,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=AIR.PA,https://www.google.com/search?q=AIR.PA%20investor%20relations%20annual%20report,yfinance (indicative)
EADSY,Airbus SE,USD,PNK,EQUITY,Industrials,Aerospace & Defense,152186945536.0,36928737280.0,25.983871,20.538166,5.001806,0.06913,-0.066,-0.265,48.330002,64.35,44.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=EADSY,,yfinance (indicative)
AIXA.DE,AIXTRON SE                    N,EUR,GER,EQUITY,Technology,Semiconductor Equipment & Materials,5862608896.0,5733689344.0,98.07548,41.617294,6.747144,0.11563,-0.472,,51.98,55.28,11.675,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=AIXA.DE,https://www.google.com/search?q=AIXA.DE%20investor%20relations%20annual%20report,yfinance (indicative)
ALFA.ST,Alfa Laval AB,SEK,STO,EQUITY,Industrials,Specialty Industrial Machinery,222204215296.0,236621234176.0,27.178967,24.50319,4.749662,0.11833,-0.033,-0.046,537.599976,579.8,388.1,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ALFA.ST,,yfinance (indicative)
BABA,Alibaba Group Holding Limited,USD,NYQ,EQUITY,Consumer Cyclical,Internet Retail,318090084352.0,2496060719104.0,20.46142,14.232401,1.97112,0.1012,0.029,1.005,132.589996,192.67,103.71,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BABA,,yfinance (indicative)
ALGN,"Align Technology, Inc.",USD,NMS,EQUITY,Healthcare,Medical Instruments & Supplies,11261950976.0,10318160896.0,26.473064,12.711046,2.714061,0.10496,0.062,0.239,157.25,208.31,122.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ALGN,,yfinance (indicative)
ALLE,Allegion plc,USD,NYQ,EQUITY,Industrials,Security & Protection Services,10797841408.0,12713340928.0,17.141884,13.164194,5.138849,0.15237,0.097,-0.07,125.650002,183.11,125.57,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ALLE,,yfinance (indicative)
AOSL,Alpha and Omega Semiconductor L,USD,NMS,EQUITY,Technology,Semiconductors,1163362688.0,1001500672.0,,-95.9753,1.453193,-0.15512,-0.005,,38.869999,49.97,17.01,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=AOSL,,yfinance (indicative)
AMZN,"Amazon.com, Inc.",USD,NMS,EQUITY,Consumer Cyclical,Internet Retail,2841383010304.0,2933833859072.0,31.633533,26.751066,6.427859,0.12224,0.166,0.748,264.140015,278.56,196.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=AMZN,,yfinance (indicative)
AEP,American Electric Power Company,USD,NMS,EQUITY,Utilities,Utilities - Regulated Electric,68094746624.0,120556732416.0,18.513313,18.176563,2.140304,0.16289,0.102,0.067,125.150002,139.44,100.72,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=AEP,,yfinance (indicative)
AWK,"American Water Works Company, I",USD,NYQ,EQUITY,Utilities,Utilities - Regulated Water,24271417344.0,39797415936.0,22.037235,18.901323,2.199084,0.21172,0.057,-0.048,124.290001,147.87,121.28,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=AWK,,yfinance (indicative)
AME,"AMETEK, Inc.",USD,NYQ,EQUITY,Industrials,Specialty Industrial Machinery,52235362304.0,54209748992.0,34.47806,25.864395,4.783795,0.20108,0.113,0.145,227.899994,243.18,174.43,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=AME,,yfinance (indicative)
AMGN,Amgen Inc.,USD,NMS,EQUITY,Healthcare,Drug Manufacturers - General,176207396864.0,221397204992.0,22.723537,13.907789,19.163143,0.20956,0.058,0.044,326.309998,391.29,267.83,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=AMGN,,yfinance (indicative)
AMKR,"Amkor Technology, Inc.",USD,NMS,EQUITY,Technology,Semiconductor Equipment & Materials,17437831168.0,17242445824.0,40.431034,29.684044,3.845733,0.06168,0.275,2.856,70.349998,79.23,17.79,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=AMKR,,yfinance (indicative)
APH,Amphenol Corporation,USD,NYQ,EQUITY,Technology,Electronic Components,153779306496.0,168059797504.0,36.023056,22.211916,10.993844,0.17239,0.584,0.241,125.0,167.04,83.44,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=APH,,yfinance (indicative)
ADI,"Analog Devices, Inc.",USD,NMS,EQUITY,Technology,Semiconductors,203820351488.0,208472588288.0,76.323586,31.515173,6.032482,0.23024,0.304,1.167,417.48999,435.72,206.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ADI,,yfinance (indicative)
ANGO,"AngioDynamics, Inc.",USD,NMS,EQUITY,Healthcare,Medical Instruments & Supplies,445004736.0,422500192.0,,-48.954548,2.589565,-0.10005,0.089,,10.77,13.99,8.36,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ANGO,,yfinance (indicative)
APLD,Applied Digital Corporation,USD,NMS,EQUITY,Technology,Information Technology Services,12162352128.0,14245616640.0,,-60.800003,7.680924,-0.59472,1.393,,42.560001,47.79,6.33,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=APLD,,yfinance (indicative)
AMAT,"Applied Materials, Inc.",USD,NMS,EQUITY,Technology,Semiconductor Equipment & Materials,346505936896.0,344890277888.0,41.151745,27.439754,14.499867,0.29314,0.114,0.335,436.619995,448.45,153.47,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=AMAT,,yfinance (indicative)
APP,Applovin Corporation,USD,NMS,EQUITY,Communication Services,Advertising Agencies,168305704960.0,169397108736.0,43.489582,22.84923,71.286285,0.6429,0.59,1.131,501.0,745.61,320.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=APP,,yfinance (indicative)
ARGX.BR,ARGENX SE,EUR,BRU,EQUITY,Healthcare,Biotechnology,43108564992.0,38629113856.0,36.104164,22.472254,6.862761,0.31398,0.626,1.14,693.200012,810.0,456.6,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ARGX.BR,,yfinance (indicative)
ANET,"Arista Networks, Inc.",USD,NYQ,EQUITY,Technology,Computer Hardware,178764283904.0,166415794176.0,48.78694,31.93581,13.254598,0.38317,0.351,0.25,141.970001,179.8,83.858,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ANET,,yfinance (indicative)
ARM,Arm Holdings plc,USD,NMS,EQUITY,Technology,Semiconductors,222545952768.0,218958921728.0,243.2093,68.5054,28.484272,0.17148,0.201,0.457,209.160004,239.5,100.02,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ARM,,yfinance (indicative)
ARQQ,Arqit Quantum Inc.,USD,NCM,EQUITY,Technology,Software - Infrastructure,208795808.0,172536800.0,,-12.584907,7.490174,0.0,,,13.34,62.0,11.52,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ARQQ,,yfinance (indicative)
ARRY,"Array Technologies, Inc.",USD,NGM,EQUITY,Technology,Solar,1379822720.0,2424591616.0,,9.916753,-6.43472,-0.05558,-0.261,,8.97,12.23,5.39,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ARRY,,yfinance (indicative)
ASM.AS,ASM International N.V.,EUR,AMS,EQUITY,Technology,Semiconductor Equipment & Materials,42198458368.0,41288794112.0,42.923916,31.983093,9.839617,0.31006,0.028,,863.200012,906.0,400.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ASM.AS,https://www.google.com/search?q=ASM.AS%20investor%20relations%20annual%20report,yfinance (indicative)
ASML,ASML Holding N.V. - New York Re,USD,NMS,EQUITY,Technology,Semiconductor Equipment & Materials,578824110080.0,573126868992.0,49.499344,31.597147,1315.5376,0.29713,0.132,0.192,1501.810059,1603.49,683.48,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ASML,,yfinance (indicative)
ASTS,"AST SpaceMobile, Inc.",USD,NMS,EQUITY,Technology,Communication Equipment,32474382336.0,25539379200.0,,-281.59393,12.009473,0.0,19.522,,83.669998,129.89,22.47,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ASTS,,yfinance (indicative)
ALAB,"Astera Labs, Inc.",USD,NMS,EQUITY,Technology,Semiconductors,39883198464.0,38740574208.0,156.16107,55.71172,26.677366,0.26724,0.934,1.444,232.679993,262.9,84.78,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ALAB,,yfinance (indicative)
AZN,AstraZeneca PLC,USD,NYQ,EQUITY,Healthcare,Drug Manufacturers - General,281603014656.0,307672416256.0,27.305264,30.758442,5.942337,0.17189,0.125,0.053,181.580002,212.71,137.22,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=AZN,,yfinance (indicative)
ATRO,Astronics Corporation,USD,NMS,EQUITY,Industrials,Aerospace & Defense,2816693504.0,3183936512.0,64.41803,24.67504,17.417995,0.05116,0.12,1.543,78.589996,83.96,27.27,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ATRO,,yfinance (indicative)
T,AT&T Inc.,USD,NYQ,EQUITY,Communication Services,Telecom Services,166968590336.0,332717588480.0,7.904605,9.396152,1.529988,0.16938,0.029,-0.113,24.030001,29.79,22.95,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=T,,yfinance (indicative)
ATCO-A.ST,Atlas Copco AB ser. A,SEK,STO,EQUITY,Industrials,Specialty Industrial Machinery,843269603328.0,858101579776.0,32.248135,26.965681,6.922307,0.15697,-0.051,-0.052,172.850006,198.75,143.3,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ATCO-A.ST,,yfinance (indicative)
TEAM,Atlassian Corporation,USD,NMS,EQUITY,Technology,Software - Application,22194536448.0,22301212672.0,,14.055669,14.596127,-0.03502,0.317,,87.459999,222.59,56.01,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TEAM,,yfinance (indicative)
ATO,Atmos Energy Corporation,USD,NYQ,EQUITY,Utilities,Utilities - Regulated Gas,29458010112.0,38961549312.0,21.73399,19.764147,1.975884,0.27579,0.006,0.145,176.479996,192.51,149.98,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ATO,,yfinance (indicative)
ACLS,"Axcelis Technologies, Inc.",USD,NMS,EQUITY,Technology,Semiconductor Equipment & Materials,4769285632.0,4473189888.0,48.043343,33.47282,4.565326,0.11931,0.033,-0.659,155.179993,171.61,55.93,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ACLS,,yfinance (indicative)
BANB.SW,BACHEM N,CHF,EBS,EQUITY,Healthcare,Biotechnology,5646392320.0,5675677184.0,38.055553,24.918646,3.871846,0.21407,0.047,0.166,75.349998,83.25,48.2,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BANB.SW,https://www.google.com/search?q=BANB.SW%20investor%20relations%20annual%20report,yfinance (indicative)
BAESY,BAE Systems PLC,USD,PNK,EQUITY,Industrials,Aerospace & Defense,72325824512.0,300821643264.0,26.777174,18.772314,4.626163,0.07277,0.067,0.087,98.540001,126.0,84.5,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BAESY,,yfinance (indicative)
BA.L,BAE SYSTEMS PLC ORD 2.5P,GBp,LSE,EQUITY,Industrials,Aerospace & Defense,54328778752.0,61237559296.0,27.213234,19.641455,4.700279,0.07277,0.067,0.087,1850.5,2360.0,1588.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BA.L,https://www.google.com/search?q=BA%20site%3Alondonstockexchange.com,yfinance (indicative)
BKR,Baker Hughes Company,USD,NMS,EQUITY,Energy,Oil & Gas Equipment & Services,63611445248.0,64017444864.0,20.485622,23.002197,3.292595,0.11171,0.025,1.325,64.120003,70.41,35.83,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BKR,,yfinance (indicative)
BAC,Bank of America Corporation,USD,NYQ,EQUITY,Financial Services,Banks - Diversified,353197326336.0,326809321472.0,12.349875,9.870848,1.287244,0.28956,0.081,0.244,49.77,57.55,42.35,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BAC,,yfinance (indicative)
B,Barrick Mining Corporation,USD,NYQ,EQUITY,Basic Materials,Gold,68206055424.0,75071397888.0,11.218232,8.860486,2.488815,0.32141,0.667,2.542,40.610001,54.69,17.95,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=B,,yfinance (indicative)
BAX,Baxter International Inc.,USD,NYQ,EQUITY,Healthcare,Medical Instruments & Supplies,8934913024.0,16577913856.0,,8.601744,1.478506,-0.097,0.029,,17.299999,32.04,15.73,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BAX,,yfinance (indicative)
BESI.AS,BE Semiconductor Industries N.V,EUR,AMS,EQUITY,Technology,Semiconductor Equipment & Materials,20739866624.0,20653336576.0,137.06805,44.917675,45.40409,0.24002,0.283,0.635,261.799988,268.5,102.4,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BESI.AS,https://www.google.com/search?q=BESI.AS%20investor%20relations%20annual%20report,yfinance (indicative)
BEAM,Beam Therapeutics Inc.,USD,NMS,EQUITY,Healthcare,Biotechnology,2873416448.0,1819228800.0,,-5.798058,2.384123,-0.40229,3.249,,27.93,36.44,15.35,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BEAM,,yfinance (indicative)
BRK-B,Berkshire Hathaway Inc. New,USD,NYQ,EQUITY,Financial Services,Insurance - Diversified,1041113350144.0,-265533915136.0,14.366073,22.65454,0.000955,0.19305,0.044,1.196,482.700012,516.85,455.19,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BRK-B,,yfinance (indicative)
TECH,Bio-Techne Corp,USD,NMS,EQUITY,Healthcare,Biotechnology,6779426816.0,6855634944.0,61.857143,20.976345,3.356329,0.09049,-0.015,1.286,43.299999,72.16,43.195,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=TECH,,yfinance (indicative)
BIIB,Biogen Inc.,USD,NMS,EQUITY,Healthcare,Drug Manufacturers - General,28486582272.0,30765780992.0,20.74731,11.62776,1.526902,0.13805,0.019,0.311,192.949997,205.97,121.05,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BIIB,,yfinance (indicative)
BNTX,BioNTech SE,USD,NMS,EQUITY,Healthcare,Biotechnology,22645786624.0,9241986048.0,,-16.474527,1.033801,-0.44639,-0.354,,89.550003,124.0,79.52,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BNTX,,yfinance (indicative)
BLK,"BlackRock, Inc.",USD,NYQ,EQUITY,Financial Services,Asset Management,167947649024.0,176395649024.0,27.245028,17.83603,2.965166,0.24397,0.27,0.459,1081.900024,1219.94,917.39,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BLK,,yfinance (indicative)
BKSY,BlackSky Technology Inc.,USD,NYQ,EQUITY,Industrials,Specialty Business Services,1437974656.0,1533358720.0,,-71.100914,17.629663,-0.89065,-0.297,,38.75,44.7,9.876,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BKSY,,yfinance (indicative)
BE,Bloom Energy Corporation,USD,NYQ,EQUITY,Industrials,Electrical Equipment & Parts,78492286976.0,78980210688.0,,65.76847,85.11721,0.00246,1.304,,275.950012,310.0,17.01,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BE,,yfinance (indicative)
BA,Boeing Company (The),USD,NYQ,EQUITY,Industrials,Aerospace & Defense,173812793344.0,203254775808.0,86.80709,51.97564,29.04624,0.0246,0.14,,220.490005,254.35,176.77,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BA,,yfinance (indicative)
BKNG,Booking Holdings Inc. Common St,USD,NMS,EQUITY,Consumer Cyclical,Travel Services,119432019968.0,122584014848.0,20.333775,12.52677,-13.780063,0.22227,0.162,2.4,154.130005,233.5764,150.618,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BKNG,,yfinance (indicative)
BSX,Boston Scientific Corporation,USD,NYQ,EQUITY,Healthcare,Medical Devices,78301192192.0,88117190656.0,22.04184,13.995824,3.027238,0.17294,0.116,1.0,52.68,109.5,52.52,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BSX,,yfinance (indicative)
BP,BP p.l.c.,USD,NYQ,EQUITY,Energy,Oil & Gas Integrated,114201124864.0,745581510656.0,35.76613,10.844581,8.174361,0.01663,0.116,4.745,44.349998,48.27,28.41,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BP,,yfinance (indicative)
BMY,Bristol-Myers Squibb Company,USD,NYQ,EQUITY,Healthcare,Drug Manufacturers - General,116398063616.0,152375066624.0,15.966387,9.237516,5.799756,0.15006,0.026,0.092,57.0,62.89,42.52,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BMY,,yfinance (indicative)
BRKS,,,,NONE,,,,,,,,,,,,,,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BRKS,,yfinance (indicative)
AVGO,Broadcom Inc.,USD,NMS,EQUITY,Technology,Semiconductors,2013133668352.0,2065016553472.0,82.721794,23.247448,25.211386,0.36572,0.295,0.316,425.190002,442.36,221.6,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=AVGO,,yfinance (indicative)
BIP,Brookfield Infrastructure Partn,USD,NYQ,EQUITY,Utilities,Utilities - Diversified,17457289216.0,113125187584.0,57.5,28.214565,3.762268,0.01404,0.169,,37.950001,40.32,29.63,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BIP,,yfinance (indicative)
BEP,Brookfield Renewable Partners L,USD,NYQ,EQUITY,Utilities,Utilities - Renewable,22109679616.0,84204298240.0,,-26.718594,2.822766,0.00347,-0.042,,34.369999,35.97,22.64,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BEP,,yfinance (indicative)
BWXT,"BWX Technologies, Inc.",USD,NYQ,EQUITY,Industrials,Aerospace & Defense,18755350528.0,20260749312.0,54.592,39.330353,14.647968,0.10205,0.261,0.207,204.720001,241.82,106.22,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=BWXT,,yfinance (indicative)
CDNS,"Cadence Design Systems, Inc.",USD,NMS,EQUITY,Technology,Software - Application,95774343168.0,97311547392.0,80.566124,37.016506,14.397545,0.2118,0.187,0.23,347.23999,376.45,262.75,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=CDNS,,yfinance (indicative)
CCJ,Cameco Corporation,USD,NYQ,EQUITY,Energy,Uranium,46824153088.0,46725439488.0,98.633026,55.764027,9.084754,0.18389,0.071,0.875,107.510002,135.24,50.03,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=CCJ,,yfinance (indicative)
CAMT,Camtek Ltd.,USD,NGM,EQUITY,Technology,Semiconductor Equipment & Materials,7845863936.0,7569137664.0,171.78572,37.205822,11.35735,0.09629,0.025,-0.1,168.350006,215.99,62.88,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=CAMT,,yfinance (indicative)
CNI,Canadian National Railway Compa,USD,NYQ,EQUITY,Industrials,Railroads,67811815424.0,90003603456.0,20.215189,17.545626,4.337667,0.27228,-0.005,0.011,111.790001,115.8,90.74,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=CNI,,yfinance (indicative)
CP,Canadian Pacific Kansas City Li,USD,NYQ,EQUITY,Industrials,Railroads,75519737856.0,100393738240.0,26.015291,19.880201,2.243537,0.27209,-0.025,-0.031,85.07,89.42,68.42,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=CP,,yfinance (indicative)
AFX.DE,Carl Zeiss Meditec AG         I,EUR,GER,EQUITY,Healthcare,Medical Instruments & Supplies,2177897472.0,2744307712.0,15.453416,13.524825,1.028992,0.04375,-0.064,-0.577,24.879999,63.25,22.62,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=AFX.DE,https://www.google.com/search?q=AFX.DE%20investor%20relations%20annual%20report,yfinance (indicative)
CCL,Carnival Corporation Ltd.,USD,NYQ,EQUITY,Consumer Cyclical,Travel Services,34129838080.0,59330838528.0,10.854626,9.472806,2.618769,0.11476,0.061,,24.639999,34.03,21.62,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=CCL,,yfinance (indicative)
CARR,Carrier Global Corporation,USD,NYQ,EQUITY,Industrials,Building Products & Equipment,53713633280.0,65264635904.0,43.11333,20.207542,3.99691,0.0599,0.024,-0.407,64.669998,81.09,50.24,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=CARR,,yfinance (indicative)
CAT,"Caterpillar, Inc.",USD,NYQ,EQUITY,Industrials,Farm & Heavy Construction Machinery,409148456960.0,448937492480.0,44.238544,29.890224,21.927624,0.13328,0.222,0.302,888.309998,931.35,336.24,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=CAT,,yfinance (indicative)
CNC,Centene Corporation,USD,NYQ,EQUITY,Healthcare,Healthcare Plans,28773550080.0,21503551488.0,,13.06183,1.342781,-0.03613,0.051,0.183,58.27,62.21,25.08,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=CNC,,yfinance (indicative)
CNA.L,CENTRICA PLC ORD 6 14/81P,GBp,LSE,EQUITY,Utilities,Utilities - Independent Power Producers,8571006976.0,7512455680.0,,12.823553,2.774927,-0.00369,-0.0,29.889,189.25,220.3,149.05,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=CNA.L,https://www.google.com/search?q=CNA%20site%3Alondonstockexchange.com,yfinance (indicative)
LEU,Centrus Energy Corp.,USD,NYQ,EQUITY,Energy,Uranium,3592252416.0,2902652160.0,66.159424,45.994965,4.633695,0.13398,0.049,-0.719,182.600006,464.25,90.25,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=LEU,,yfinance (indicative)
CBRS,Cerebras Systems Inc.,USD,NMS,EQUITY,Technology,Semiconductors,60203728896.0,16490108928.0,666.0,,-27.561337,0.46634,14.744,,279.959991,386.34,275.0,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=CBRS,,yfinance (indicative)
SCHW,Charles Schwab Corporation (The,USD,NYQ,EQUITY,Financial Services,Capital Markets,158052630528.0,127798632448.0,18.067593,12.679862,3.719255,0.37986,0.158,0.386,90.879997,107.5,85.76,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=SCHW,,yfinance (indicative)
CHKP,Check Point Software Technologi,USD,NMS,EQUITY,Technology,Software - Infrastructure,12902568960.0,12190641152.0,12.760287,10.851516,4.614212,0.38374,0.048,0.058,124.029999,233.78,112.23,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=CHKP,,yfinance (indicative)
LNG,"Cheniere Energy, Inc.",USD,NYQ,EQUITY,Energy,Oil & Gas Midstream,50678022144.0,82138021888.0,40.98983,12.551329,13.531781,0.07102,0.242,,241.839996,300.89,186.2,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=LNG,,yfinance (indicative)
CVX,Chevron Corporation,USD,NYQ,EQUITY,Energy,Oil & Gas Integrated,380594323456.0,423643807744.0,33.35079,15.696228,2.056918,0.05927,0.023,-0.445,191.100006,214.71,133.77,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=CVX,,yfinance (indicative)
CRUS,"Cirrus Logic, Inc.",USD,NMS,EQUITY,Technology,Semiconductors,8146390528.0,7363131392.0,20.31934,17.015171,3.814243,0.20748,0.057,0.193,159.710007,179.0,92.02,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=CRUS,,yfinance (indicative)
NET,"Cloudflare, Inc.",USD,NYQ,EQUITY,Technology,Software - Infrastructure,69830787072.0,69191450624.0,,129.54074,47.63926,-0.03725,0.335,,197.559998,260.0,154.03,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=NET,,yfinance (indicative)
